8.147003232814864493e-01,9.638234441127943031e-01,6.557354828220626208e-01,3.855319810858941487e-01,5.884532340621634328e-01,5.521497060648266064e-01,4.636736120871599587e-01,3.706014518429363580e-01,8.727757062252204934e-01,1.830964953153995101e-01,7.677148701828389044e-01,6.871946894109057791e-01,6.923189046933829749e-01,4.475593067626437715e-01,8.062203359113757628e-01,1.715308196643505756e-01,4.349823501796412639e-02,2.995750412917022043e-01,1.157035048572238045e-01,7.349823882312279677e-01,4.849315001315789297e-01,9.445256326660340651e-01,7.820111032150908192e-01,4.386836149165801446e-01,8.985566652725223147e-01,1.954557244091242874e-01,5.951446794997139467e-01,2.714299297093417662e-01,8.819689410553444020e-01,1.066862738144255252e-01,7.578757405353260257e-01,4.462251064545382784e-01,2.898982446998251694e-01,3.463195190516020761e-01,6.309607416135792901e-01,1.582920656371866741e-02,3.740218855981936041e-02,3.885551442001511369e-02,1.213352910413867392e-02,3.118170883738954346e-01,7.615747234291029288e-01,2.422780104910225996e-01,2.650059163308058352e-01,1.345502061332809474e-01,5.760010270750008932e-01,8.020719271154441721e-02,1.360143242582493306e-01,5.772377614385704181e-01,4.664950176674682591e-01,4.025157485729201623e-01,2.383983002897320791e-01,5.645334373093053859e-01,9.796585675172073682e-01,5.782700539734253464e-02,2.217259156616894211e-01,8.591465033123356632e-01,5.461946754351783007e-01,1.428436019005330238e-03,4.844173969036073002e-01,4.561935183717675812e-01,5.099914439502424290e-01,6.846506792626131377e-01,5.066075532247610314e-01,7.047465163850240577e-01
8.773866890875123836e-01,4.852162552778697124e-01,4.809518029492979574e-01,5.860079597462678480e-01,6.900769925174344843e-01,8.494604030181697185e-01,1.415642560624206236e-01,6.120440216192531979e-01,2.649296841605307540e-01,7.022423081032913572e-02,7.728112510079853115e-01,1.333187609328340129e-01,5.549102308871001199e-01,6.102785266983477008e-01,2.697171507738072016e-02,4.521233541142820611e-01,4.841973891785146256e-01,6.293686837735165129e-01,8.876071995871588349e-01,2.850795751415723389e-01,1.116645288177604556e-01,7.808447891100819271e-01,1.621840209246788733e-01,5.512232991123361403e-01,2.793270537767296169e-01,6.849265735560690072e-01,8.173764222985338002e-01,6.216277699013870173e-01,1.571344696764065407e-01,5.592208345290142768e-01,3.575025951555460546e-01,6.474814732288588504e-01,3.870571721527750197e-01,1.770394767413030479e-01,1.013217213537437322e-01,5.521683615685770707e-01,8.955928028072857039e-01,6.219853806268336172e-01,8.459325598289579862e-02,3.972134730257264046e-01,8.190688348319430379e-01,2.360632942804546941e-01,3.789006658098811320e-01,3.749709394017470832e-01,6.016231407923923191e-01,4.167459720894804986e-01,1.896983312441739011e-01,1.522082184001732896e-01,9.449997315827467492e-01,2.303897939493461111e-01,8.520356694833212119e-01,1.826691798968005376e-02,4.037109234752822573e-02,3.028828024314877965e-01,8.314902823957210920e-01,6.810599948081744737e-01,4.686007725874806740e-01,4.990999859668029393e-01,8.939962300861079569e-01,5.831380121748336309e-01,2.956880997592212790e-01,5.030341926012160680e-01,8.600427933300824890e-01,1.173375904296111161e-01
5.901185089539813244e-01,7.364704092510925282e-01,5.793874447699964847e-01,7.837433079309200634e-01,5.031109009670631238e-03,7.341974438686303950e-01,2.487318287067112887e-01,3.931867257652006398e-01,9.828896278016090449e-01,6.460160189610193449e-01,5.397520743500994200e-02,3.914029882355073431e-01,6.184212099146654262e-01,3.388962407666344934e-01,9.325006813045655374e-02,3.896682367505533984e-01,8.922474989300802628e-01,5.161372142613476210e-01,3.967717977605003110e-01,4.686346256041563629e-01,2.944522448229341949e-01,4.828345123419998108e-01,4.919178704113282841e-01,8.288866401116752325e-01,4.984736806615744920e-01,9.411880584447194220e-01,7.712145839458062202e-02,4.531422460891816328e-01,1.785097556977111033e-02,2.253866743710951637e-01,8.434330773549010285e-01,9.301208804200495894e-01,6.261129441914947691e-02,8.635656136378373482e-01,3.930678332874091296e-01,9.264698587607325120e-01,3.267538481779019843e-01,6.418195004361741951e-01,3.392645083730918554e-01,7.590542302533298535e-01,3.799860924459105282e-01,4.962794731371117374e-01,7.074643548591641462e-01,1.636550269675154379e-01,8.177692211176308401e-01,7.206480400960965094e-01,4.734337417544555171e-01,3.366211596019788033e-01,7.556323041535102369e-01,1.192733099725176160e-01,2.512882333444778071e-01,8.963758162109675132e-01,8.485799614498464871e-01,9.002723355872555011e-02,4.301238097614565881e-01,5.268787239317803683e-01,5.925733572799442017e-01,6.925178506277968049e-01,4.384894806316499416e-01,3.681523100798067549e-01,8.761141506332105200e-01,6.250219883910416163e-01,1.285860408038451697e-01,7.767720759650948992e-01
8.694028789895952292e-01,6.560718433049661513e-01,8.736169820658745699e-02,6.418082542247203204e-01,4.757284275194395562e-03,1.048204879189192917e-01,5.951401978498829237e-01,1.420446810907227686e-02,8.827479170646624906e-01,4.132388972451922493e-01,8.249187879620163422e-01,7.270010990469075729e-01,8.429766091394927940e-01,8.702058264408588650e-01,2.679719558773501209e-01,7.265069206350630582e-01,6.964056230266446601e-01,1.809705001667746282e-01,7.685469023488512574e-01,6.766089428852134491e-01,2.696077419254021557e-01,9.705917407032952360e-01,9.655326714900591689e-02,4.481332226376604222e-01,5.040126717182940030e-01,2.895709983017654698e-01,3.334718634450882790e-01,3.489609538399958133e-01,7.698152235757818040e-01,6.166419818472845815e-02,6.528848457726014187e-01,7.481645189832641929e-01,2.907076891696702692e-02,8.157682057318039748e-01,1.774857437857224607e-02,2.456446729352368408e-02,8.128122895888918453e-01,3.787055934302669957e-01,6.398874533161478251e-01,7.510560901473323225e-01,8.818572049479846964e-01,2.239581380768629337e-03,3.491625705526494317e-01,4.332098228072626123e-01,6.226888557745148267e-01,2.580292996805182426e-01,3.338332039259734874e-01,7.054926254919942075e-01,1.983215948500616221e-01,2.982147314420562356e-01,5.679511936371186565e-01,7.419963615654645572e-01,3.528244733602359240e-03,7.609708864782429583e-01,4.182401226123697580e-01,8.573304763599420841e-01,7.904801812440195308e-01,3.778299172842265463e-01,2.002821623066437517e-01,1.125010674106653452e-01,1.310180411908734577e-02,7.117489861625325709e-02,1.093868810904687905e-01,5.465597065567993074e-01
9.519880593512741740e-02,3.282121388467258427e-01,2.731148705955241951e-01,1.425620807598643180e-01,8.220399158445337306e-01,1.292217253968708235e-01,7.977067861125537451e-01,6.494309845684644866e-01,7.525022162411794113e-01,9.086787758696046602e-02,7.120698427226292981e-01,2.602000271130769926e-01,5.422362947846196546e-01,3.089728658116620563e-01,4.600373523118970187e-01,7.331728671314968748e-01,4.571722721205391249e-01,4.025672570864358146e-02,7.290857387770030007e-01,1.340238529614766749e-01,8.562640582700778991e-01,2.915489044177291822e-01,5.611278856457017072e-01,4.679350115408588140e-01,2.967021516816791271e-01,9.676382680558605065e-01,8.345034716206941594e-01,2.389329525446135527e-01,3.917927048030603876e-01,4.130621125418733053e-01,5.182048037214816993e-01,5.473552137248391958e-01,1.391497211161542014e-01,3.878444579241392409e-01,2.014918211854859198e-01,9.369402736101869467e-01,2.466791107021412133e-01,3.854754090436508518e-01,7.270324272709347557e-01,5.705612995933414533e-01,5.128420527503378956e-01,4.990302372519705987e-01,7.395053723825597558e-01,7.266104965175373964e-01,4.624308218394714842e-01,7.394283412497831831e-01,6.707756160313815830e-01,3.940066267576513015e-01,6.028215546500873545e-01,4.350284939385651306e-02,9.548681842061373937e-01,4.489610422246314014e-01,1.881765938609039068e-01,2.106256041651786148e-01,4.702909961249920334e-01,1.267212770126985300e-01,7.445646613792842317e-01,3.443517778150810837e-01,9.539030517032310863e-01,9.326634152444793768e-01,3.977044103301129452e-01,5.144348814707719875e-01,7.929055340079512737e-01,6.604260739813354597e-01
2.026757208720018077e-01,8.074877288519575202e-01,9.866019875713395448e-01,8.809379453665731052e-01,6.247189468581292315e-01,9.792511352705416394e-01,1.229799634841688416e-01,7.951679425499966758e-01,3.114251908147689374e-01,4.282874670698452180e-01,9.222170534347700066e-01,1.187729368888117421e-01,1.946095844643201955e-01,5.931174898283598784e-01,5.494814263710684488e-01,8.973575185219296868e-01,3.662001505663391443e-01,6.133307093907297558e-01,3.147439108788518958e-02,7.753971053476914621e-01,8.108463847338504005e-01,1.556787826468937208e-01,8.449562880434534629e-01,1.214219299890136883e-01,5.710703055270294204e-02,5.163252739763654064e-01,3.087876865985347274e-01,6.488306656918998438e-01,8.371778799935886139e-01,2.418169422956254477e-01,6.429683812935950149e-01,5.803341508482043887e-01,2.210885895591766515e-01,7.808230562393503327e-01,7.574866766255260453e-01,7.669439574503003065e-01,1.684710671586032715e-01,2.188502918794097418e-01,9.731139861495675669e-01,5.465532930154637370e-01,9.090116530990589583e-01,1.861753857335890494e-01,9.418226582975410821e-01,5.437918943199888666e-01,6.617163053788133187e-02,7.208979744849052240e-01,8.194788913442628830e-01,3.026048204007549813e-01,9.233215274801043204e-02,7.095768491112141030e-01,2.152895573076456515e-01,6.136093221219398597e-01,2.366539137233991674e-02,4.521462927646384689e-01,2.225894946853663736e-01,6.308516083528190599e-01,5.783517636053034927e-01,5.615507534608288331e-02,6.921731635555067319e-01,4.642324252521445871e-02,4.252035775574003473e-01,8.505653125242385038e-01,1.229385074845903425e-01,9.454848313245023395e-01
4.834027158829630189e-01,5.980073480253972340e-01,6.962744516517476168e-01,6.148571902701139846e-01,7.252089987515911718e-01,5.808112169480605935e-02,4.427959863897024118e-02,2.408747258073420383e-01,2.425034550568024860e-01,9.565254995220540124e-01,4.308697122501001786e-01,7.076457423994740870e-01,4.568443441629480573e-01,6.789106292965022549e-01,3.517611891542460345e-01,4.939458236805552849e-01,2.128377591106120903e-01,7.246476586012244869e-01,4.905548890332878109e-01,9.011369468358829682e-01,8.799553126542311032e-01,4.284039021295295013e-01,7.722089755385056487e-01,1.084270634636719244e-01,2.814481365067744711e-01,3.224077883640542597e-01,4.346678269772775716e-01,3.182658778593809856e-01,6.109179054824361854e-01,5.292251173092360483e-01,7.673266545580984532e-01,7.507457674951388826e-01,4.166075557055429757e-01,4.542784542142686011e-01,3.785634205925625384e-02,8.922748449112386515e-01,3.999838463691195445e-01,6.221246576200365475e-01,9.389231783402880449e-01,7.618531397772366764e-01,4.529361723718048349e-01,3.368483464573414077e-01,9.416153035551338979e-01,1.543469302995282844e-01,1.437402268199660105e-01,6.884917222931583591e-01,6.678272339675536129e-01,1.407977798649646672e-01,8.011983331107881412e-01,2.041649473410164228e-01,5.868547204724602340e-01,5.592620340798157841e-01,2.175231387844664965e-01,6.460873334263508294e-01,1.093783317603941319e-01,3.281386704546350730e-01,3.298589899814551307e-01,2.355409806599317868e-03,3.848500436728824470e-01,7.027113957393155141e-01,8.251258976663712330e-01,2.341196760285785272e-01,9.573883708450208196e-01,1.735971222163279482e-02
2.948921591170073908e-01,8.293335754560566819e-01,4.422161178351955435e-01,9.009453206806190551e-01,4.360263403922677306e-01,4.741590225601700626e-01,1.282468360315998090e-01,1.338391369977438572e-01,4.557704815829873857e-01,1.354475897597573475e-01,3.056011871279595837e-01,1.790114828999489482e-02,1.958815930877954026e-01,5.163557022450427914e-01,3.694621278437050238e-01,9.283393690099233098e-01,2.443961606769098349e-01,5.027609229428040560e-01,4.455739704703354231e-01,9.142080542074692007e-01,8.895239955095072260e-01,6.181108760959260762e-01,6.195559709377718161e-01,6.301521713997811913e-01,9.980632054402973630e-01,3.850617799421405252e-01,8.893592895938429166e-02,9.679688683407668970e-01,2.311533632994943188e-01,8.354292985041412711e-01,7.237922635516217396e-01,9.488844538417183783e-01,9.558976664476109830e-01,7.660612946313338778e-01,1.272558707914990261e-01,3.429356423977871771e-01,2.925411072956085601e-02,4.242459474040356504e-01,6.959753556304066890e-01,1.869144533775543016e-01,4.284715509705010472e-01,1.243170565899032187e-01,2.544611918208490309e-01,8.720401670974987640e-01,5.775272655593247650e-01,1.522019474458511379e-01,7.543951351346818157e-01,2.758101624845623601e-01,2.063813125403491933e-01,1.628058603726909581e-01,2.602667107080263165e-01,3.495037434465875226e-02,6.660428792316633873e-01,9.228226374543050392e-01,6.529218638130965813e-01,1.148443981290969695e-02,2.817117629073317975e-01,6.142360382680563946e-01,7.719625762083446308e-01,9.780631640388807169e-01,9.252723294731168835e-02,6.281869696464633668e-01,8.930764271953822719e-01,6.968565088391236451e-01
8.947806036035094168e-01,8.800913801042720142e-01,2.106286773136115675e-01,2.747859809516267626e-01,1.219620934143823554e-01,7.454664754302460228e-01,4.016259683407326087e-01,7.484284521527605483e-01,1.524182181754166754e-01,6.211270800334489639e-02,5.549502271807760234e-02,2.106156297819434808e-01,5.479559258933717203e-01,6.139274351614268932e-01,7.813819309477300079e-01,6.123344753732771206e-01,8.367928268371570555e-01,1.504922282793094146e-01,1.249229845366448544e-01,7.398911787108822802e-01,9.972827448958339058e-01,1.654547181205459072e-01,1.444611496830559005e-01,4.054501985702166911e-01,1.626597834302512258e-02,7.150956192203740125e-01,8.378561067511746119e-01,3.825324707672770330e-01,9.810365969969206956e-01,4.960760436942751594e-01,8.479691014714028086e-01,5.583049315145949265e-02,4.820571266121166376e-01,2.914660910741370126e-01,2.110315902700399260e-01,4.300221193050608459e-01,8.034790800892837037e-01,4.437019255321563715e-01,4.022013683834478881e-01,2.914029773469957174e-01,8.020816504340989583e-01,3.169953340669360298e-01,4.910992035856722726e-01,6.136265008411811994e-02,7.080891843989600698e-02,7.333313156428533652e-02,4.428133906637419237e-01,1.497321308358798841e-01,1.535888011102327644e-01,4.804466668306741628e-01,1.537994208626883852e-01,5.220741837803248853e-01,5.999353186807857563e-01,4.178135263981668235e-01,1.613809457181925033e-02,6.322302072438469311e-01,8.663110370920820147e-01,1.495510500214769500e-01,3.964845145978067587e-01,7.133462374101851022e-01,1.767328023798319103e-01,9.559705183654743088e-02,5.001971776033241612e-01,5.813870075191318598e-02
8.643224459791043479e-01,8.453608456385710568e-01,4.125870732854189926e-01,7.083888838725043158e-01,3.114777688719808646e-01,9.882167533018181294e-01,2.252669066940947706e-01,3.557558785900791776e-01,1.020140707463390584e-01,7.130433397272584184e-02,8.426189295799533241e-01,6.601087634597944120e-01,6.879708264351079849e-01,6.613500211589380395e-01,6.668241480020422607e-01,8.741528988983149340e-02,2.837723924327595348e-01,4.797019036639056377e-01,7.228294611368110134e-01,7.708084304313326252e-01,1.618088855129362624e-01,3.291681880366105206e-01,8.366461865798190400e-01,6.195423505968149502e-01,2.551659866777059582e-01,6.511137303054959080e-02,6.686957213269661970e-02,1.580658620553107019e-01,8.805986067220310520e-01,9.071815944771995932e-01,3.505512672655356488e-01,3.871467432296979982e-01,8.671990952945037856e-01,6.767060997417834178e-01,9.042171196342618789e-02,3.542082200359306654e-01,3.190034103076102578e-01,9.874760723649430583e-01,1.500045802601213119e-02,4.606305414157781941e-01,9.314404834994810534e-01,2.977535836427828153e-01,3.146135894635386787e-01,9.024506460492450755e-01,1.378487083833976889e-01,1.520305773103806102e-01,2.596700393421077502e-01,2.189768763560198117e-01,1.028960662116971125e-01,9.065347137255713728e-01,8.422407149383831504e-01,6.056688951235289498e-01,8.644558915152833478e-01,5.478424163694095572e-02,6.477982945419114014e-02,6.463926834756750228e-02,9.580996939844573790e-01,7.289981452859900513e-01,6.367405406633741549e-01,6.854996015169622092e-01,1.070116692983886786e-01,7.447370180003733964e-01,7.992887800874700632e-01,6.996532221797544526e-01
