7.821037250465862067e-01,2.468590679003714872e-01,6.420823546316903885e-01,8.157717610874900549e-01,1.816741824619517720e-01,9.483964294309265020e-01,9.085416965688719593e-01,1.938584547651289736e-02,3.673119916981049116e-01,8.893816626297035288e-01,9.898556824004400845e-02,2.397585247496087923e-01,5.927658555790107364e-01,1.036095547114168625e-02,8.288851456105286175e-01,4.563241914757052431e-01
6.741594092168157193e-02,5.440860498215052132e-01,4.954086615022096352e-01,2.665148407013204768e-01,9.421929496213183874e-01,1.254931078685348478e-01,3.216804133831746570e-01,6.512797822635195688e-01,7.436359602219122511e-01,9.166765200112186873e-01,1.339696717867011611e-01,8.330999498070793541e-01,6.783440972480359044e-01,8.754150033917543761e-01,6.200320920154097637e-01,7.140494054630797116e-03
3.873578685226561902e-01,7.625837833063757731e-01,3.047689508079965970e-01,5.217846113005253361e-01,4.924673506017948066e-01,7.149537390326411446e-01,8.050533342266873449e-01,1.882143380840878288e-01,3.701682101914496315e-01,1.164390665065950792e-02,6.863876030542205298e-01,1.430732593790368101e-01,2.950148814190578506e-01,6.134905399328719477e-01,7.265588114549553778e-01,6.944236403297586735e-01
2.120370192483105320e-01,5.025208164590678761e-01,6.576070685368647917e-01,7.716219198959340941e-01,2.665893160195353939e-01,8.094285278294588437e-01,4.301153173996599133e-01,4.479011970154238576e-01,7.484454642080895503e-01,3.385290510333096581e-01,9.202048833515519277e-01,8.662433458585069301e-01,7.336174198428149218e-01,4.597600862906158214e-01,2.624217343132391189e-01,6.464977853507576366e-01
6.912036698050967320e-01,9.604556657384732965e-01,4.613587605597335717e-02,6.757381652319023324e-01,7.142767501761349003e-02,5.157444609965163851e-01,3.878529227277256464e-01,1.590215436578017449e-01,4.524115814509573896e-01,8.432140091471063137e-01,7.077071432106255555e-01,4.843292367866406378e-01,8.392581695522325358e-01,5.581522585762697108e-01,5.576667814419298264e-01,2.413102049999925613e-01
3.114757825227636445e-01,7.117888071593114763e-01,9.755154890214023933e-01,6.389797504761346447e-01,3.695312439017565120e-01,5.100506529147671442e-01,7.570553935350583519e-01,9.676477279400330644e-02,7.581229695049576112e-01,1.199411251721094196e-01,4.291736504862597723e-02,6.274162722221033883e-01,5.613044672745289843e-01,8.439668002366371713e-01,6.297429839348389624e-02,9.712156763341195376e-02
3.668438884463292027e-01,2.588261912836551382e-01,7.187964660941005279e-01,7.045073591113211187e-01,5.137586417424816476e-01,5.302078790891884275e-01,5.294676268517125584e-01,5.599855782715156272e-01,9.315342065451550635e-01,1.675865153903418614e-01,2.579215128247636102e-01,9.482405412422153512e-01,1.038480163918429344e-01,7.896241616503744121e-01,1.001760824687575324e-01,2.948210535550710443e-01
2.963773856215918823e-01,7.531899922106526368e-01,2.490807353436559346e-01,7.879983552770444266e-01,2.923072910099016042e-01,6.317071232131066250e-02,9.951017893489788602e-01,1.555269016928541026e-01,8.449054359402189407e-01,3.913398714444890070e-01,8.092772885986544429e-01,7.926050809760920579e-02,5.884488611323390739e-02,8.765541699455154934e-01,5.630492758406924203e-02,6.658456803929743151e-01
9.272285526052326254e-01,4.838887298211197452e-01,3.972791921996410291e-02,6.009191161368380163e-01,2.785652650119023743e-01,3.258771721578135327e-01,6.492751646573500235e-01,3.300842579997369519e-01,4.154198010710095090e-01,6.891221321422252855e-01,7.219077017416108966e-02,4.537340439798714931e-01,5.780380467404439004e-01,4.941480195667233843e-01,5.610712978720334698e-01,6.078933195269864420e-01
6.734401635504124739e-01,8.690479886779268748e-01,7.514832284587903422e-01,7.307358540640530586e-01,3.952080507872272053e-01,3.585378005820888392e-01,3.515714400134458684e-01,1.567569133336462750e-01,6.259338216332144267e-02,2.083162333737542671e-01,3.913161617997772401e-01,1.869803805468706059e-01,9.950877124722987688e-01,1.437325602612430364e-01,1.411859356051463621e-01,6.571147986359957560e-01
