8.127996468480598313e-01,7.703317976417142221e-01,5.810592015719485692e-01,4.679029826052969465e-01
5.279231384222160539e-02,6.863506130040905040e-01,5.677719181876704768e-01,6.947453476162598340e-01
5.434598532446032193e-01,2.538350999686256326e-02,9.982481395857583095e-01,9.324628475558772722e-01
6.574531146215696342e-01,9.222460593952503949e-01,1.641892449935311582e-02,1.062780644573571021e-01
9.821049869111957431e-01,3.208047984754029969e-01,2.563391021413424786e-01,5.347004443057645773e-01
6.523084914714257776e-01,3.749429693550687670e-01,1.315190510101357235e-01,7.303896956513725724e-01
8.425912625968842162e-01,6.550101627537987525e-01,7.846882415628493312e-01,7.944549511208267578e-01
9.263834898603973134e-02,1.363982847351015160e-01,5.256172484158561087e-01,7.322841585652730689e-01
4.509066141237866310e-01,6.146939250744730687e-01,4.995647539219880695e-01,6.749704126801385762e-01
5.160929576076219716e-01,7.256167620311496647e-01,7.116820762663235156e-01,5.995373241884458526e-01
2.762116724675183210e-01,5.634180903958355691e-01,7.447254711698459984e-01,6.667500088917425183e-01
9.219380686215636889e-01,1.850082230269362027e-01,2.651146370687751386e-03,8.682741734414912704e-01
2.776928699973738590e-01,3.213895759557869880e-01,9.274324986121603720e-01,4.417042532270251121e-01
2.308592919543661637e-03,4.302985843345028538e-01,2.439992448209739040e-01,9.551769544992440020e-01
2.225670582338467041e-01,2.487083337506232894e-01,6.791119469806061737e-02,9.847626484205890263e-01
5.105810578513840792e-01,8.626225317612680188e-01,5.515798552319433057e-01,7.943572631498954095e-01
8.342772522498659304e-01,3.753482889525243671e-01,5.637044310634863331e-01,7.725571858355495536e-02
7.809857683871083145e-01,7.346000044581864064e-01,5.665002277983605117e-01,9.786077766819871737e-01
5.107991272470084887e-01,2.207633003230592417e-01,4.661426768845815527e-01,8.873488699347377162e-01
8.476782368278179547e-01,9.360061125464707033e-01,9.971381956572694660e-01,4.989582506579430810e-01
3.588859073090056029e-01,8.749313197053506519e-01,7.610041675980440123e-01,2.980329631586139394e-01
6.709045474529815589e-01,2.177121578370745381e-01,7.098738554039445425e-01,1.407800693992833363e-01
8.109869208598896595e-02,1.422643011658866197e-01,1.294547946844707420e-01,9.216325794631270441e-01
4.259278846969369869e-01,8.178445790982183938e-01,8.192122543594426709e-01,2.313379941125646155e-01
6.925590121242485298e-01,1.018701933181832553e-01,1.012296407701459566e-01,5.523963044227484520e-01
2.361466891359038645e-01,1.155527903665375389e-01,9.525998745672182855e-01,5.587222036352925691e-01
4.658293219562921195e-01,5.730792464928009533e-01,2.001798272765389353e-01,8.637956777414457221e-02
5.160633717251935648e-01,7.902837511814123639e-01,8.515621255181086147e-01,8.800583441359919323e-01
8.381401995168229480e-01,7.818318758839546412e-01,9.304515506361882293e-01,7.234597359187568966e-01
7.905945396731283159e-01,7.068334938358969977e-01,2.679649615232998494e-01,4.666229429514923144e-01
5.748807433539061540e-01,8.412247469263386401e-01,9.538375454038922063e-01,5.607078622741079599e-02
1.229532957085507361e-01,2.380670332040731862e-01,3.296415187963108728e-01,9.645691255258490582e-01
8.802204823476067475e-01,8.954123156829253416e-01,1.147942967816695248e-02,8.287134930442935365e-01
4.367898813059930552e-01,2.894117108028169127e-01,4.375187519828271920e-01,8.080645648630506717e-01
8.734471784218005297e-01,3.069673171531844824e-01,9.787318139424927566e-02,5.093988334724961486e-01
1.345101944594719878e-01,9.597844578436868224e-01,1.147390805679266990e-01,6.857990416886515783e-01
9.261374873197592006e-02,9.688223839310101670e-01,5.222980962391978732e-01,2.409782101442186075e-01
5.522127365178807201e-01,9.852242541028664036e-01,2.205511466018620359e-01,5.138481391488096683e-01
7.488293162308220507e-01,9.218002628895993755e-01,8.947550916161595147e-02,7.839393953212200339e-01
7.074758446058383443e-01,6.358725345157302256e-01,7.961954354108591314e-02,8.726600220299643995e-01
2.697907123907881122e-01,3.082531482567196779e-02,4.440907708521302233e-02,6.145972678891064023e-01
3.853431161651342807e-01,7.458599553601514831e-01,9.572157061900141706e-01,5.677158464144133054e-01
4.576659029909615484e-01,2.032870141208152903e-01,8.001315981138210631e-01,2.743752479226172492e-01
7.089948647697862372e-01,8.235775164082214106e-01,9.623259576914493518e-01,1.845570019390196936e-01
4.767272179716852687e-01,2.055100356080095114e-01,4.346463818801337142e-01,7.830960164136596680e-01
6.569946188631788919e-01,9.041535232174379155e-01,7.654313539564380209e-01,4.065493849999194387e-01
9.309369988448465971e-01,7.191055320250364646e-01,6.464230207958943097e-01,3.985761290321021555e-01
4.083762595365580950e-03,1.353837699038433762e-01,7.902167162137714307e-01,4.047537106270828744e-01
6.184981326000186241e-01,3.018556913601407876e-01,3.969508384968635228e-01,7.536124796694787520e-02
9.113558115003975724e-01,3.667960138997987674e-01,4.683668085247379986e-01,2.516543168387365137e-01
5.183082363081872312e-01,9.226179187561118766e-01,3.064153284877224603e-01,3.013739707863042350e-01
4.031359854246637786e-01,1.451858490696259496e-01,7.721871257895835949e-01,4.497159687315224197e-01
6.960507876482769918e-01,9.358789435655680000e-01,9.416432098804580209e-01,1.582081898098981476e-01
1.257806837591030069e-01,7.607430994457643481e-01,2.622351548233317065e-01,3.672194090084059948e-01
1.940489893493902995e-01,3.319905309432965579e-01,2.976491959387816966e-02,9.523777826034992566e-01
4.502357470067084311e-01,8.513980021566016632e-01,5.684763270162551674e-01,5.907172287124567989e-01
8.567208681356697220e-01,4.774817778024829096e-01,2.949357751684226203e-01,4.252525645693744361e-01
2.938115121645611394e-01,1.891925686513359350e-01,8.747232514272332837e-01,6.970566266511281084e-01
7.071303217097786309e-01,1.888269062566273471e-01,4.286032417828257168e-01,7.711340907862919147e-01
8.257925756215509505e-01,4.006154316905918833e-01,9.564530502177522875e-01,7.885103432406265211e-01
2.251607076811592556e-01,1.517144903363613073e-01,9.474863401086393022e-01,4.044333573453221531e-01
5.107786318330885811e-01,9.180289077351521110e-01,9.204404192702628773e-01,1.009536108677328015e-01
2.317553145912156776e-01,8.698301068917713152e-01,4.807989059673566379e-01,4.762732712652992806e-01
9.535392905002278985e-01,1.566769307767517105e-01,9.189366255707560605e-01,2.823168153890243115e-02
