7.155011927120114024e-02,7.117460002337279157e-01,5.155442889938969264e-01,5.788271555676839375e-01,3.418718411342467345e-01,9.939927643273804847e-01,1.723311811059923260e-01,8.073640962068884264e-01,8.569743591304069819e-01,7.815358973591091107e-01,1.347733307246670176e-01,7.319418358917169076e-01,7.303626136533012403e-01,9.504090981356266843e-01,5.563638310012790633e-01,4.273571340256175910e-01,2.872677899427044101e-01,4.317817522068095881e-01,6.928537270645659385e-01,8.188615548618884965e-01,5.655092539503702165e-01,2.473354162800447398e-01,1.531913683743414412e-01,7.945628280608157956e-01,7.056017553836100298e-01,2.389461709084005347e-01,6.429148411052517664e-01,4.129709842101340067e-01,7.555581435277884950e-01,8.746936103873949042e-01,5.958210867062880833e-01,2.866850154594476896e-01
6.317079682340852598e-01,3.267437807248693149e-01,7.000216411480966183e-01,4.727889477936952911e-02,1.225887882456181410e-01,6.157956295991957596e-01,7.893803941206456454e-01,4.109567460344275558e-01,8.059630056468669590e-01,7.936119203270319833e-02,4.872648526821464765e-01,9.996986734888468895e-01,6.033095022944359176e-01,8.875715199435565417e-01,1.437535996203234134e-01,3.984965565754879924e-01,7.622464864962079645e-01,1.327732287420901880e-02,4.648244837806599916e-01,8.479085156386158006e-01,5.701765734042444356e-01,2.497414534287563104e-01,1.987584110790526770e-01,7.818087987579430687e-01,4.989136066381444357e-01,6.765572786374483005e-01,1.898403283998576496e-01,7.644037605446113437e-01,5.468038107435251316e-01,5.270657552017335989e-01,9.859256646377214661e-01,1.411009872997905923e-01
9.592586371683631263e-02,7.210680266338531652e-03,1.937668092724997848e-01,6.817457917885292318e-01,8.350703822787282071e-01,4.005028075453971326e-01,3.877636087685034649e-01,9.912945345664431196e-01,3.248448822859631990e-01,3.192521935884780060e-01,3.901264333983054389e-01,3.494608802782042112e-01,1.126827414441448072e-01,7.911966070030259646e-01,1.320633864229933119e-01,7.267813346200191482e-01,7.434531310572398688e-01,6.783560174682313759e-01,4.007499668168321705e-01,3.460640604403097953e-01,3.490115897680325929e-01,1.363914365364382597e-02,6.120512856560506032e-01,2.463597564692807662e-01,3.675438370382646536e-01,6.747347262956211456e-01,7.454027601729362740e-02,3.714286801662192161e-03,2.332940487573658128e-01,2.649140823943106904e-01,9.115054340263670785e-01,3.934549585020957752e-01
1.582312713798518233e-01,4.584708100200711733e-01,4.631083588531701434e-01,5.085399559448374740e-01,4.652119996662364976e-01,5.516419765553515209e-01,6.305105679479982017e-01,6.841691457908858354e-01,8.296297496112824410e-01,6.022202147217637913e-01,5.953311129888259057e-01,3.924532488907559458e-01,4.646867657695619158e-03,7.452943612243657645e-01,7.133535750498194439e-01,5.834749177196770775e-01,6.713111985465767262e-01,5.213617048827057232e-02,8.480338356371398545e-01,4.010330919413523931e-01,8.332464340985697993e-01,7.604736749980456345e-01,2.265835349953247979e-01,1.552506346264184156e-01,5.186625053687105025e-01,1.870406650478182442e-01,3.132246118263025680e-01,2.735043634925338196e-02,7.590399776262626297e-01,1.485891202669350486e-01,6.372595843615304068e-01,8.006977481916309758e-01
7.277689712994925841e-01,2.910098115088596282e-01,1.119124322040405684e-01,2.135304248496140422e-01,1.492940384985947944e-01,4.356089656665906862e-02,2.956128216028423017e-01,6.564778230354942901e-01,7.987606558203226292e-01,5.734706138822812660e-01,6.145029060734000792e-01,3.971962188248411296e-01,9.286614707112512690e-01,1.847439812668308923e-01,4.207228645143675783e-01,8.987770326338635485e-01,1.581993635442738855e-01,5.945497078895284337e-01,7.327409358319623145e-01,8.224394338485827571e-01,3.081755421991072552e-03,5.754989277143907067e-02,3.343368933378301211e-01,2.579190917717167908e-01,9.724021976775687470e-02,3.639027476467104893e-01,1.486187181911854394e-01,8.053019384269245462e-01,2.891883483272756905e-01,3.110533735291106661e-01,3.773548073523818047e-01,9.320403425814111076e-01
1.025918471196679560e-01,6.922979151425023847e-02,6.004176071975481088e-01,7.295604440562817317e-01,8.405407389867766144e-01,8.091838048263559902e-01,9.752329428493201613e-01,1.854712228379225003e-01,7.224968464816247105e-01,2.761028427142939723e-01,8.767436321421718803e-01,9.604582904357952255e-01,1.972734158848573616e-01,8.089554822541367152e-02,3.133840367889788592e-01,1.918935333227103079e-01,6.209988799947646632e-01,8.384865623346504648e-01,9.506281181513376310e-01,6.566161169694648692e-01,4.519701814357310887e-01,6.330312656669279114e-03,7.624499993339353132e-01,2.599438299918676032e-01,8.529137644093074400e-01,3.670575435535067266e-01,9.810812295533812843e-01,5.682064903323212901e-01,6.379740133985466466e-01,3.633951634910513873e-01,5.191718628099625255e-01,1.117710460800441785e-01
8.786070556135193721e-01,9.603507146683687434e-01,1.282047844256486435e-01,4.388512939661037837e-01,1.092355438661425371e-01,5.126602050614784689e-01,3.248393347410151177e-01,5.706937311888573561e-01,6.122967283570508457e-01,4.031704570348981775e-02,3.768711393861590153e-01,3.720691555664852324e-01,3.213123019346756370e-01,8.636514441021037047e-01,8.961942088911261095e-01,1.383048978037546561e-01,5.568452504050814822e-01,1.352383306811827390e-01,3.956451453251154105e-01,8.126614414876160986e-01,7.786619800356198162e-02,5.143048198257366144e-01,8.088873014365494107e-02,1.989022624636747061e-01,6.689994377372592282e-01,1.266013466918416430e-01,5.161945850341229658e-01,3.150781809334901595e-01,8.334675374911455492e-01,2.176793652392073897e-01,4.594881709597307129e-01,1.718633576393482354e-01
1.072085448030704047e-01,1.554060067787765842e-01,2.948692690723659915e-01,4.118085824304240639e-01,8.586802446113404041e-01,2.341289335612928291e-01,4.425255986001984665e-01,2.724413684594897411e-01,6.712689497756169077e-01,5.424347327908606298e-01,2.433041904782742293e-01,4.017352103098741356e-01,7.254489944012282310e-01,9.716553482824863419e-02,6.176713556646644676e-01,8.041859728204322488e-01,4.262527617836515681e-01,7.665878689370925203e-01,6.024807298180280268e-01,5.926572880541955968e-01,1.550351832481462466e-01,1.970501843847075607e-01,9.376771230415080760e-01,7.786460312216141322e-01,5.130792015217490176e-01,7.074811223518001624e-01,8.212083896068042010e-01,4.190558153235390826e-01,7.065109817871262354e-01,8.386119880227541623e-01,1.530634660120567814e-01,6.104216814808308689e-01
8.145691926597087296e-03,2.005844196109916044e-01,8.295988419576112438e-01,7.071776816095066698e-01,5.014621431091011994e-01,9.477516045073445250e-01,8.437088979256323062e-01,7.115788977245111058e-01,5.335485607307116629e-01,4.830284658553474220e-02,5.695548917158154145e-01,4.296365183505331808e-01,7.163790942770777992e-01,8.418556987342771247e-01,5.905255168415303180e-01,7.153836736243172068e-01,6.893171885236843988e-01,2.304102889421353328e-01,4.967041208820440756e-01,5.846984247103489407e-01,1.226831315510173992e-01,2.908896409207617495e-02,5.352587224433383861e-01,2.233746365232893716e-01,1.899450772902442353e-01,6.284762231034979330e-01,5.598252769994893630e-01,6.804302510407622684e-01,8.829695644659345533e-01,1.664323600026273997e-02,5.487510474343487710e-01,3.377019312282858454e-02
2.109495598265621608e-01,5.212021114489401308e-01,2.730219266280097257e-01,4.388531398440168596e-01,7.066236050594367768e-01,2.643205332715370393e-01,7.968479363369598278e-01,6.852876274349547492e-01,2.835896046783425994e-02,1.801462447864066174e-01,9.805002120310923885e-01,7.321494698861810146e-01,1.123861227826361553e-01,9.779999899693044840e-01,2.942197060399280861e-01,5.271765448622105499e-01,4.191392491863294989e-01,4.011365433789313428e-01,2.369541273808537518e-01,3.789434299430003428e-01,1.895074901587562310e-01,6.528525295766400838e-01,8.371525095450954579e-01,7.105540234787550702e-01,2.478949586032858088e-01,5.299597375773483776e-01,9.562789475545828699e-01,6.088267852200908159e-01,3.259795135520671128e-02,9.657052991581883683e-01,3.395361870442699104e-01,1.708492433737238692e-01
6.645875393876076176e-01,6.374948705374069435e-01,1.456502057112245563e-01,2.327847007693644166e-01,5.683944595633203534e-01,5.045445141155247004e-02,4.731550625632876539e-01,2.283550119116912747e-01,1.339801405238032483e-01,4.144691128205739705e-01,7.759903255173400405e-01,1.774510348151958627e-02,4.907513447688326425e-01,1.522842595849640546e-01,5.376265499865993114e-01,4.625608545960857576e-01,6.417249465651113649e-01,5.059957316210317302e-02,1.348888880417130620e-01,4.943254335754893036e-01,6.381994668022645811e-01,9.224691070976184237e-01,5.211076473586926383e-01,1.531522459681771142e-01,9.802168417998213812e-01,2.887054116961444983e-01,5.786184436380703566e-02,7.934882331040549186e-01,8.241826904904767659e-01,8.538759741250075974e-01,9.698744097340720183e-01,9.582987109210222565e-01
4.288034424979032533e-01,2.265159253195558886e-01,3.313963757417964784e-01,3.073519096452074217e-01,3.971776641013807785e-01,8.298875979530712099e-01,8.327512612163153749e-01,2.349387855411241288e-01,4.382439007087647331e-01,8.358096550542682968e-01,4.876440333211751188e-02,1.301425920382358603e-01,1.803975352159860046e-01,6.360949080574144210e-01,6.550281988830416458e-01,9.700865344174620652e-01,8.965956230394145354e-01,6.305874306729398748e-01,1.299149372982189021e-02,4.755573668393892062e-01,7.794441676929987350e-01,7.056265210694661061e-01,5.968564769319399943e-01,6.133657711525296596e-01,8.095135480219584068e-01,7.024848787637817393e-01,2.847340110851567241e-01,7.994412315500276645e-01,2.101442225121930019e-02,4.410025042751514190e-01,4.339247245960581312e-01,5.831321662593866861e-01
4.296226764805117782e-01,2.962403088799674400e-01,2.980916179419533796e-01,2.389115543710547129e-01,4.693515489892601256e-01,1.007992497352439010e-01,2.631876877152310445e-01,9.516951076463925352e-01,5.548749709450283563e-01,9.979796067644585156e-01,7.343829584220311624e-01,5.477580628646561145e-01,9.754120980489080495e-01,7.894353626330175011e-03,4.584071851516507978e-01,1.528532668414751550e-01,2.930041221750464553e-01,5.132631729338126281e-01,5.485271521402766970e-01,3.294766981922963023e-01,4.204532809861830644e-01,6.643249878520604002e-01,8.622294267218549857e-01,9.077107213388705409e-01,3.554590269625078625e-01,4.570549914068303687e-01,1.863748164608901581e-01,6.251666542576045371e-01,3.172215265399805917e-01,2.691031402170462883e-01,2.503584390782161995e-01,3.288088801323837407e-01
9.529744962334582015e-01,2.551906449734455684e-01,4.548587247222224406e-01,4.877873527777590867e-01,5.763608674239036889e-01,8.049820875072908333e-01,6.725088372416517801e-01,9.108000818152952593e-01,9.489794251230087019e-01,6.652188077833190993e-01,2.054406487212707688e-01,9.076822682356314731e-01,8.662591548125486707e-01,7.885370703400953474e-01,9.529407021310689618e-01,6.749685775780649433e-01,2.944255470491818905e-01,7.787510734218564545e-01,3.282129654484957637e-01,9.036946267565058033e-01,4.526267630100073713e-01,9.025377073661988714e-01,8.509994033779531009e-01,2.497809599558074023e-01,7.106214179451995072e-01,9.520969019312645054e-01,9.625469211057621211e-01,6.120689091349024169e-01,8.370492336033191760e-01,3.462954773224983240e-01,2.983928518006763175e-01,6.477465746043341577e-01
7.079735537151703451e-01,3.123739481467219248e-01,7.308847995654843555e-01,4.557463785601811868e-02,5.994998525243544485e-02,9.727442722142853881e-01,6.451569999785230491e-01,1.229944269734579709e-01,9.402843388394092061e-01,1.798346306263697292e-01,6.617886433688400238e-01,9.511235983089671997e-02,2.218263568818817921e-01,9.704182789683225563e-01,6.340124698871121289e-01,2.451729544370582214e-01,4.053448186805793663e-01,9.089453676221611600e-01,4.679965458697619152e-01,3.556174876979271149e-01,9.373024695726365207e-01,1.143692757734541265e-01,7.074303631904785838e-01,4.631360233183844377e-01,8.891538279832300606e-01,7.237130190537797159e-01,1.366456804229461142e-01,5.473739081677175822e-01,5.569889960553736641e-01,7.569288560012263911e-01,7.345700079791639414e-02,4.685674948501987735e-01
7.549570648440159237e-01,4.147842975985345237e-01,5.870772984892668189e-01,7.495044871657101648e-01,7.270119016255199851e-01,6.530739979449420307e-01,2.345258383464388086e-01,7.636808500733195393e-01,8.834838330708847387e-01,4.590516113383047436e-01,5.575523581541220741e-01,2.217767225839931688e-01,8.783983479092811741e-01,2.751842208509464038e-01,7.427467384652705062e-01,8.071662372076392478e-01,2.690088407049108232e-01,4.474701713034539008e-01,8.357976402577564912e-01,7.510705724624950896e-01,6.080596149695252084e-01,8.451829856893672277e-01,8.619399578347963775e-01,7.655250226311554052e-01,5.752164417923814055e-01,7.783966742041183995e-01,5.166138003487483754e-01,1.576339723580875152e-01,6.981685800010895004e-02,2.765214867275365140e-01,2.753268104987052212e-01,7.359704913116144054e-01
