9.184887941995028005e-01,1.449319179433277149e-01,2.872269880141964382e-02,9.585157219407614004e-01
4.708981925414031933e-01,7.358019845192899089e-01,5.474180240540439391e-01,7.925600239265117031e-01
8.479611902357916398e-01,7.887804727804448301e-02,9.112197721816323037e-01,6.335067807048521127e-01
5.859603965800749270e-01,6.492830650155445582e-01,8.334231964708341822e-01,8.273812000010853929e-01
4.272842878334001115e-01,6.411725706849065176e-01,6.732231920051578999e-02,8.194395261152809251e-02
2.586558282151704136e-01,5.316073249035211390e-01,1.634458251484749436e-02,1.979005175568471220e-01
2.968432916153765921e-01,8.836383158792052717e-01,4.033976498596958393e-02,9.993575017760902846e-02
1.231980844890983029e-01,6.892206344885205560e-01,4.894974770161102384e-01,9.825249609917402482e-01
7.818841832070699827e-02,9.932031675595313081e-01,5.331067958403250540e-01,5.979901850997649815e-01
1.884953249060195013e-01,9.491965112320366327e-01,2.289884543510644077e-01,9.359713870652769385e-01
2.644891048755200202e-01,9.129567893855289329e-01,1.172203161971718810e-02,8.055801465401016825e-01
2.534316489366040814e-01,6.683191354484498969e-01,3.570759577776047022e-01,6.469796097081355057e-01
6.847165223873831197e-01,8.688108913478934658e-01,8.824242015779580894e-01,2.531755484001195766e-01
3.610297555959514071e-01,4.020740676316275630e-01,9.625122747351404495e-01,2.473650853305063846e-01
5.110314772800927940e-01,7.119397139589723755e-01,4.500724626690242314e-01,3.332273965228038648e-02
6.504921320147697417e-01,6.242722436972747424e-02,5.665057054363212830e-01,4.382021008317671384e-02
6.633400514201659437e-01,3.806562670839386264e-02,2.638671676624796403e-01,1.987226856107878747e-01
8.978923736396182687e-02,2.777839676220029697e-01,9.455332618499656672e-01,2.765323921513864747e-01
6.120966752237710917e-01,7.742290998964677096e-01,5.902298930409410893e-02,1.698607086694240431e-01
6.462594001226729112e-02,4.638618381683229375e-01,9.728152470254762818e-01,1.155110129614558279e-01
8.252777534340018928e-01,3.587537714755009155e-01,2.702981571269322814e-01,1.287719622593174185e-01
6.623466623710202450e-01,2.044805900187514069e-01,3.197676249237103585e-01,2.529715577059442611e-01
2.970130458966694365e-01,7.919738798845069594e-01,5.031421667572147927e-01,2.126691128511075668e-01
1.834751025342662434e-01,5.295041738722936486e-01,7.584165023192616095e-01,3.960414596614686422e-01
5.014996010636471047e-01,7.434640825896341454e-01,6.388148869017848952e-01,8.649474248967508050e-01
3.640453136020107561e-01,5.149266816693833793e-01,6.368264151622506919e-01,3.409730057668973746e-01
6.056866252657144845e-02,4.527676416847294938e-01,1.315024536193087901e-01,5.251040950369233462e-01
1.980978654241507542e-01,8.591654507850831068e-01,7.871414968275060042e-01,8.459797673326062695e-01
3.002977789469496450e-02,4.595049252418784702e-01,3.620891336597312771e-01,6.604696639699825234e-01
3.884688185140694472e-01,7.622405258278277529e-01,8.563606349455619160e-01,5.101737561510291119e-01
3.687905954714949530e-01,8.522308052456070149e-01,8.814045155798061471e-01,9.545194172093651730e-03
5.605713058398619220e-01,9.757068055901402248e-01,3.707272497843762116e-01,2.640734974752558806e-01
